,Movie,Year,Duration,Rating,Voting,Description
139,Rolex,Nil,Nil,Nil,Nil,
140,Sivaji,2007,3h 8m,7.5,"21,245","<div class=""ipc-html-content-inner-div"">A software engineer comes to India in order to serve the nation and invest in its welfare. A few corrupt officials and politicians try to stop him while he tries to do good for the poor.</div>"
141,Kolamavu Kokila,2018,2h 20m,7.3,"3,638","<div class=""ipc-html-content-inner-div"">To save her mother from terminal cancer, a young girl gets herself involved with the drug trafficking mafia active in the small towns of Tamil Nadu.</div>"
142,Pudhu Pettai,2006,2h 48m,8.5,"7,403","<div class=""ipc-html-content-inner-div"">After running away from his home, Kumar falls in with a gang and slowly rises through the ranks of the criminal underworld.</div>"
143,Nerkonda Paarvai,2019,2h 37m,7.7,"10,529","<div class=""ipc-html-content-inner-div"">When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.</div>"
144,Maattrraan,2012,2h 45m,6.1,"6,720","<div class=""ipc-html-content-inner-div"">Conjoined twins Vimalan and Akhilan involve themselves in a series of deaths involving their father's company. However, the truths that they initially uncover lead to a bigger conspiracy, one that spans across the globe.</div>"
145,Azhagiya Tamilmagan,2007,2h 51m,5.0,"3,681","<div class=""ipc-html-content-inner-div"">Guru is an MBA student who is diagnosed with ESP. Since all his visions come true, he runs away to Mumbai when he sees himself stabbing his girlfriend. Unfortunately, he has a lookalike who's a crook.</div>"
146,Subramaniapuram,2008,2h 25m,8.2,"2,263","<div class=""ipc-html-content-inner-div"">Azhagar and his friend Paraman kill the person who humiliated Kanugu's brother and surrenders themselves to the police. However, they soon learn that Kanugu has betrayed them.</div>"
147,Chithirai Sevvaanam,2021,2h 8m,6.6,254,"<div class=""ipc-html-content-inner-div"">After Aishwarya, a teenager, goes missing after her sensual video gets leaked on social media, her father Muthupandi takes the help of the local police to find her. Will Muthupandi succeed?</div>"
148,Kuttram 23,2017,2h 31m,7.3,"2,981","<div class=""ipc-html-content-inner-div"">ACP Vetrimaaran investigates a series of murders related to the medical industry.</div>"
149,The Crow's Egg,2014,1h 49m,8.3,"7,591","<div class=""ipc-html-content-inner-div"">Two slum kids yearn to taste a pizza after being enticed by the pizza shop that has opened near their locality. What happens when they manage to find the money to buy one?</div>"
150,80s Buildup,2023,2h 2m,7.2,89,"<div class=""ipc-html-content-inner-div"">Around the many funny incidents that take place after his grandfather passes away, who incidentally happens to be a Rajinikanth fan.</div>"
151,Adiyae,2023,2h 19m,6.2,965,"<div class=""ipc-html-content-inner-div"">When a depressed Jeeva gets into a freak accident, he wakes up to a bizarre utopian alternate reality, Living the most ideal life, Jeeva finds a purpose in life. But fate has other plans when he gets pulled back to the reality</div>"
152,Ko,2011,2h 8m,7.9,"6,262","<div class=""ipc-html-content-inner-div"">Ashwin, a famous photographer, works with Renuka, an investigative journalist. When one of their colleagues, Saro, gets killed during a political meet, Ashwin and Renuka decide to investigate.</div>"
153,Yaathisai,2023,2h 1m,7.6,"3,886","<div class=""ipc-html-content-inner-div"">A periodical fiction based on the 7th-century Pandiyan prince Ranadheeran who ruled during a time when the Chola dynasty lost its power and its people were forced to live in the woods.</div>"
154,KD (A) Karuppudurai,2019,2h 3m,8.4,"1,948","<div class=""ipc-html-content-inner-div"">KD, an 80 year old villager overhears his children say that they want him dead to claim their inheritance. Realising he has never truly lived, he enlists the help of a young orphan boy Kutti. The pair head off on a road trip trying to complete KD's bucket list, rediscovering the meaning of life and friendship along the way.</div>"
155,Samara,2023,1h 58m,7.2,288,"<div class=""ipc-html-content-inner-div"">A police officer, going on a mission to a snowy region. Soon he found himself investigating a series of deaths.</div>"
156,Yezhu Kadal Yezhu Malai,2023,Nil,Nil,Nil,
157,Kaatru Veliyidai,2017,2h 26m,5.8,"2,381","<div class=""ipc-html-content-inner-div"">Fighter pilot Varun recalls his romance with Leela while being held prisoner in Pakistan during the Kargil War.</div>"
158,Comali,2019,2h 23m,6.9,"3,897","<div class=""ipc-html-content-inner-div"">A youngster in his mid-30s goes through a series of struggles after coming to terms with the fact that he was in coma for 16 years.</div>"
159,Badri,2001,2h 40m,7.0,"2,352","<div class=""ipc-html-content-inner-div"">When a kickboxer gets attacked by his enemies and ends up bedridden, his brother sets out to fulfil his dream of winning the kickboxing championship.</div>"
160,Pyaar Prema Kaadhal,2018,2h 25m,6.5,"1,082","<div class=""ipc-html-content-inner-div"">A man is conflicted when he falls for a free-spirited woman that he knows that his mother will not like.</div>"
161,Varma,2020,1h 50m,4.0,178,"<div class=""ipc-html-content-inner-div"">A brilliant but short-tempered young surgeon goes down a self-destructive path of alcohol, drugs, and violence when the love of his life is forced to marry another man after her family opposes their union</div>"
162,8 Thottakkal,2017,2h 25m,7.5,"2,165","<div class=""ipc-html-content-inner-div"">A depressed and loyal policeman loses his gun to a killer, who kills people due the circumstances of his life.</div>"
163,Kuiko,2023,1h 54m,7.7,7,"<div class=""ipc-html-content-inner-div"">A commoner who rears camels in Saudi Arabia for a living. When his mother passes away in his hometown, he asks for her mortal remains to be preserved in a freezer box, till his arrival.</div>"
164,Naan Mahaan Alla,2010,2h 12m,7.1,"2,687","<div class=""ipc-html-content-inner-div"">A playful young man leads a very happy life, but everything changes when his father witnesses a heinous crime.</div>"
165,Thandatti,2023,2h 3m,6.7,927,"<div class=""ipc-html-content-inner-div"">Subramani, on the brink of retirement, defies warnings to solve the case of Selvarasu's missing grandmother. Everything goes hilariously awry when Subramani finds himself trapped in a chaotic whirlwind of trouble.</div>"
166,Sura,2010,2h 39m,3.0,"8,547","<div class=""ipc-html-content-inner-div"">When Samuthira Raja, a corrupt politician, tries to seize the villagers' land, Sura, a brave and powerful fisherman, sets out to fight against him.</div>"
167,Rocky,2021,2h 9m,7.9,"1,568","<div class=""ipc-html-content-inner-div"">Rocky, A gangster released after 17years from prison, goes back to his childhood house, searching for his missing sister Amudha, all the while reminiscing his violent past as it comes back to haunt him.</div>"
168,Remo,2016,2h 31m,6.0,"2,999","<div class=""ipc-html-content-inner-div"">All's fair in love, even SK, the protagonist, who in this gender-bender of a role masquerades as a woman to nurse his relationship with a lovely young doctor.</div>"
169,Hebbuli,2017,2h 21m,6.7,"2,771","<div class=""ipc-html-content-inner-div"">A fearless commando arrives home at the news of his brother's suicide until he starts to deeply investigate the reason behind his mysterious demise.</div>"
170,Megha,2014,2h 37m,5.5,131,"<div class=""ipc-html-content-inner-div"">Forensic officer Mugilan falls in love with Megha. But she disappears around the same time as when Mugilan discovers incriminating evidence against a corrupt police officer who is up for a promotion.</div>"
171,Va Varalam Va,2023,2h 19m,8.7,125,"<div class=""ipc-html-content-inner-div"">To live a luxury life hero and his friend Kidnap 40 Innocent Children,Will they succeed in leading a wealthy life or not is the content</div>"
172,Run Baby Run,2023,2h 11m,6.3,"1,359","<div class=""ipc-html-content-inner-div"">A carefree Sathya faces a race against time after becoming involved in a complex murder investigation.</div>"
173,O2,2022,2h 20m,5.8,"2,373","<div class=""ipc-html-content-inner-div"">Trapped in a landslide, Parvathy has to survive and keep the oxygen flowing into her son Veera's body. What happens when she gets obstructed by a passenger?</div>"
174,Andhaghaaram,2020,2h 51m,7.5,"3,991","<div class=""ipc-html-content-inner-div"">As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.</div>"
175,Love Today,1997,2h 31m,8.7,"3,122","<div class=""ipc-html-content-inner-div"">Ganesh is obsessively in love with Sandhya, but she is not interested in him. His relentless pursuit leads to a lot of problems. However, everything changes the day he loses his father in an accident.</div>"
176,Kalaga Thalaivan,2022,2h 21m,6.7,"1,366","<div class=""ipc-html-content-inner-div"">Thiru, a financial analyst swiftly climbs up the corporate ladder. He soon finds his world turned upside down and is set for a collision with a mysterious deadly group headed by a brutal killer.</div>"
177,Sethu,1999,2h 10m,8.1,"2,843","<div class=""ipc-html-content-inner-div"">A violent youngster and a shy Brahmin girl fall in love but tragedy intervenes when the youngster is brain-damaged following a fight.</div>"
178,Teddy,2021,2h 16m,6.4,"3,349","<div class=""ipc-html-content-inner-div"">A youngster with OCD sets out to save a girl from the clutches of an international medical mafia with the help of a teddy bear which behaves like humans.</div>"
179,Vendhu Thanindhathu Kaadu,2022,2h 57m,7.3,"7,916","<div class=""ipc-html-content-inner-div"">Muthu, a low caste youngster, goes to the streets of Mumbai for a living. His quest takes him to a series of unexpected events, where he gets involved in the underground activities of Mumbai's Tamil gangsters. Will he get to the top?</div>"
180,Eyarkai,2003,2h 22m,7.8,595,"<div class=""ipc-html-content-inner-div"">A young girl from a port town is waiting for a sailor, and wooed by another.</div>"
181,Mehandi Circus,2019,2h 15m,7.3,629,"<div class=""ipc-html-content-inner-div"">A music shop owner falls in love with a girl from a circus troupe that has come to his village. But caste and class stand in the way.</div>"
182,Mookuthi Amman,2020,2h 14m,6.6,"4,766","<div class=""ipc-html-content-inner-div"">Goddess Mookuthi Amman descends on Earth and uses a television reporter to expose fake godmen.</div>"
183,Thegidi,2014,2h 6m,7.6,"2,992","<div class=""ipc-html-content-inner-div"">A plainclothe officer falls in the hands of phony agents ,which sets off repercussion ending in series of a massacre events.</div>"
184,Thimiru Pudichavan,2018,2h 36m,5.4,566,"<div class=""ipc-html-content-inner-div"">An honest cop tries to bring a lot of positive changes in a city which is polluted by a goon's actions.</div>"
185,Jeans,1998,2h 55m,6.4,"3,886","<div class=""ipc-html-content-inner-div"">The father of twin brothers wants to get them married to only twin sisters. But one of the brothers falls in love with a woman does not have a twin sister.</div>"
186,Lucky Man,2023,2h 14m,6.4,606,"<div class=""ipc-html-content-inner-div"">Follows a man as he sets out to find out what real luck is about.</div>"
187,Indian,1996,3h 5m,8.1,"13,568","<div class=""ipc-html-content-inner-div"">A veteran freedom fighter enraged with the rising crime and corruption in the society murders all the wrong doers one by one using an ancient martial arts technique.</div>"
188,Kadaisi Vivasayi,2021,2h 2m,8.8,"4,738","<div class=""ipc-html-content-inner-div"">The last active farmer in a remote village tries to hold out against a property developer.</div>"
